book_id,stocklevel_used,stocklevel_new
11578,97,44
11579,24,38
11580,71,13
11581,49,7
11582,95,34
11583,99,10
11584,54,29
11585,32,16
11586,71,76
11587,62,32
11588,90,56
11589,48,95
11590,52,18
11591,44,45
11592,68,35
11593,7,30
11594,1,65
11595,45,8
11596,59,44
11597,36,89
11598,58,48
11599,50,61
11600,98,55
11601,7,30
11602,21,3
11603,73,14
11604,53,93
11605,44,72
11606,96,79
11607,70,94
11608,31,53
11609,48,54
11610,100,94
11611,50,6
11612,1,32
11613,38,64
11614,29,71
11615,6,49
11616,53,10
11617,13,17
11618,13,2
11619,98,54
11620,100,42
11621,72,17
11622,55,24
11623,85,80
11624,7,76
11625,90,25
11626,2,62
11627,12,89
11628,50,54
11629,16,57
11630,56,92
11631,61,29
11632,68,27
11633,95,5
11634,57,22
11635,9,30
11636,42,71
11637,25,62
11638,97,68
11639,29,28
11640,16,0
11641,94,99
11642,61,52
11643,0,32
11644,93,59
11645,62,70
11646,96,98
11647,49,94
11648,28,74
11649,23,97
11650,47,49
11651,47,1
11652,74,39
11653,97,95
11654,56,0
11655,57,3
11656,7,74
11657,63,99
11658,32,15
11659,33,36
11660,80,20
11661,21,12
11662,66,28
11663,84,63
11664,68,83
11665,95,36
11666,80,54
11667,30,36
11668,100,89
11669,95,13
11670,49,51
11671,32,77
11672,85,34
11673,94,27
11674,1,34
11675,45,85
11676,90,44
11677,91,100
11678,54,11
11679,57,80
11680,51,72
11681,64,47
11682,2,42
11683,62,8
11684,56,69
11685,63,87
11686,47,27
11687,35,25
11688,73,23
11689,55,85
11690,68,22
11691,52,30
11692,35,99
11693,52,17
11694,21,89
11695,65,24
11696,6,48
11697,69,4
11698,37,63
11699,66,51
11700,39,85
11701,75,32
11702,50,6
11703,70,49
11704,5,19
11705,25,72
11706,48,57
11707,45,37
11708,92,81
11709,46,49
11710,8,85
11711,73,1
11712,22,37
11713,90,77
11714,66,93
11715,87,30
11716,47,98
11717,94,69
11718,18,83
11719,14,85
11720,12,78
11721,46,10
11722,9,14
11723,78,42
11724,44,81
11725,79,88
11726,25,67
11727,57,51
11728,75,48
11729,84,48
11730,56,99
11731,18,44
11732,63,98
11733,45,90
11734,33,75
11735,46,68
11736,91,54
11737,8,82
11738,26,24
11739,99,90
11740,54,78
11741,70,14
11742,80,84
11743,84,87
11744,82,83
11745,71,13
11746,34,54
11747,79,86
11748,77,29
11749,32,39
11750,70,100
11751,90,28
11752,18,29
11753,99,92
11754,41,87
11755,19,59
11756,85,21
11757,24,69
11758,15,80
11759,86,3
11760,70,73
11761,94,10
11762,69,47
11763,48,31
11764,49,71
11765,48,67
11766,53,64
11767,34,83
11768,1,89
11769,55,98
11770,91,81
11771,59,49
11772,84,24
11773,72,27
11774,40,69
11775,54,6
11776,85,36
11777,4,96
11778,72,78
11779,48,75
11780,9,57
11781,50,83
11782,40,38
11783,21,99
11784,54,34
11785,7,25
11786,6,85
11787,11,59
11788,42,20
11789,59,22
11790,62,96
11791,39,47
11792,85,35
11793,10,41
11794,16,42
11795,81,35
11796,30,38
11797,91,58
11798,81,28
11799,13,68
11800,41,90
11801,71,2
11802,15,98
11803,36,71
11804,89,24
11805,41,54
11806,84,53
11807,89,5
11808,34,58
11809,62,42
11810,96,45
11811,77,38
11812,38,75
11813,5,2
11814,94,9
11815,10,18
11816,87,88
11817,13,91
11818,74,4
11819,11,99
11820,58,47
11821,20,28
11822,37,68
11823,17,38
11824,39,76
11825,26,87
11826,46,86
11827,8,64
11828,85,48
11829,11,74
11830,39,15
11831,17,24
11832,73,1
11833,69,55
11834,2,13
11835,50,2
11836,4,85
11837,32,82
11838,92,45
11839,77,83
11840,49,3
11841,85,53
11842,5,52
11843,19,28
11844,71,41
11845,32,38
11846,72,97
11847,76,41
11848,0,78
11849,98,17
11850,71,8
11851,26,85
11852,100,35
11853,49,49
11854,96,75
11855,11,42
11856,85,92
11857,13,16
11858,86,22
11859,26,14
11860,66,2
11861,69,30
11862,70,23
11863,91,70
11864,87,56
11865,72,36
11866,20,95
11867,41,40
11868,4,6
11869,26,63
11870,58,83
11871,66,35
11872,19,27
11873,100,13
11874,99,72
11875,37,2
11876,7,46
11877,7,65
11878,26,69
11879,27,51
11880,42,11
11881,43,65
11882,46,54
11883,64,51
11884,27,26
11885,5,70
11886,60,68
11887,65,36
11888,97,80
11889,10,66
11890,20,1
11891,76,32
11892,91,90
11893,54,56
11894,6,59
11895,69,1
11896,19,41
11897,31,15
11898,14,39
11899,51,52
11900,8,15
11901,80,34
11902,64,73
11903,14,69
11904,46,46
11905,58,92
11906,25,33
11907,4,72
11908,88,94
11909,12,50
11910,86,71
11911,94,22
11912,39,54
11913,9,59
11914,30,15
11915,73,95
11916,87,27
11917,16,33
11918,79,45
11919,68,82
11920,10,25
11921,97,45
11922,45,75
11923,19,7
11924,29,8
11925,60,93
11926,65,79
11927,62,25
11928,47,41
11929,14,97
11930,66,65
11931,6,61
11932,73,72
11933,66,77
11934,16,13
11935,16,71
11936,76,96
11937,67,73
11938,4,87
11939,80,76
11940,83,36
11941,58,37
11942,82,61
11943,86,43
11944,51,90
11945,53,84
11946,22,68
11947,41,21
11948,53,92
11949,85,27
11950,100,28
11951,29,42
11952,15,4
11953,89,92
11954,1,100
11955,67,17
11956,24,19
11957,81,1
11958,89,21
11959,81,56
11960,61,42
11961,99,56
11962,12,16
11963,31,44
11964,59,21
11965,86,30
11966,100,39
11967,92,43
11968,84,44
11969,72,4
11970,38,37
11971,43,78
11972,57,59
11973,27,33
11974,98,84
11975,33,94
11976,6,49
11977,49,24
11978,52,25
11979,74,44
11980,83,99
11981,59,49
11982,90,27
11983,80,99
11984,9,65
11985,67,66
11986,6,36
11987,71,38
11988,28,19
11989,84,94
11990,98,5
11991,71,32
11992,44,69
11993,60,72
11994,64,46
11995,78,1
11996,13,92
11997,39,81
11998,29,50
11999,19,67
12000,22,73
12001,26,97
12002,18,1
12003,61,96
12004,68,50
12005,96,90
12006,4,34
12007,14,36
12008,65,35
12009,34,26
12010,10,10
12011,73,85
12012,17,27
12013,75,51
12014,11,67
12015,54,52
12016,2,20
12017,35,62
12018,40,27
12019,95,28
12020,70,67
12021,59,97
12022,16,94
12023,49,78
12024,95,25
12025,90,11
12026,31,67
12027,78,11
12028,9,98
12029,63,46
12030,90,3
12031,8,42
12032,94,86
12033,88,46
12034,25,70
12035,84,75
12036,95,36
12037,47,15
12038,21,82
12039,42,29
12040,76,25
12041,68,87
12042,36,74
12043,100,3
12044,55,53
12045,64,16
12046,98,96
12047,72,70
12048,54,62
12049,7,52
12050,41,48
12051,81,65
12052,35,14
12053,76,62
12054,86,99
12055,33,33
12056,65,10
12057,8,82
12058,28,50
12059,23,51
12060,88,67
12061,60,20
12062,2,7
12063,68,7
12064,28,80
12065,37,42
12066,95,93
12067,54,77
12068,32,58
12069,40,16
12070,43,12
12071,98,2
12072,7,81
12073,91,39
12074,51,59
12075,14,57
12076,2,73
12077,1,47
12078,40,34
12079,74,58
12080,50,30
12081,34,61
12082,31,100
12083,100,56
12084,2,69
12085,14,96
12086,45,55
12087,86,86
12088,24,38
12089,90,27
12090,11,77
12091,26,37
12092,54,95
12093,99,96
12094,60,77
12095,93,69
12096,58,49
12097,33,3
12098,93,17
12099,97,37
12100,52,39
12101,92,80
12102,38,70
12103,5,20
12104,6,86
12105,77,87
12106,9,61
12107,3,83
12108,99,37
12109,0,93
12110,95,97
12111,38,97
12112,27,4
12113,43,48
12114,27,52
12115,95,37
12116,20,24
12117,51,30
12118,39,13
12119,24,58
12120,100,88
12121,17,47
12122,66,40
12123,71,66
12124,69,64
12125,93,15
12126,47,100
12127,56,0
12128,67,25
12129,38,60
12130,15,37
12131,13,19
12132,15,23
12133,79,92
12134,46,19
12135,68,32
12136,76,63
12137,65,99
12138,98,12
12139,56,72
12140,2,39
12141,1,21
12142,2,44
12143,71,41
12144,56,48
12145,42,16
12146,26,2
12147,42,82
12148,94,89
12149,97,99
12150,37,43
12151,2,84
12152,48,41
12153,9,74
12154,95,61
12155,100,89
12156,18,41
12157,67,64
12158,74,91
12159,35,87
12160,13,24
12161,0,11
12162,88,15
12163,97,63
12164,28,75
12165,61,27
12166,4,27
12167,21,79
12168,58,38
12169,66,74
12170,64,81
12171,16,37
12172,18,58
12173,3,90
12174,53,71
12175,70,11
12176,76,95
12177,26,17
12178,31,70
12179,15,46
12180,70,10
12181,89,5
12182,85,19
12183,99,41
12184,61,11
12185,40,14
12186,96,86
12187,63,35
12188,16,42
12189,95,83
12190,36,4
12191,6,30
12192,2,35
12193,74,83
12194,99,32
12195,78,7
12196,25,70
12197,10,72
12198,91,7
12199,67,91
12200,34,27
12201,2,42
12202,31,38
12203,28,87
12204,57,12
12205,56,2
12206,85,0
12207,90,59
12208,95,21
12209,62,88
12210,74,58
12211,33,98
12212,12,37
12213,80,59
12214,40,36
12215,38,24
12216,39,16
12217,21,4
12218,53,4
12219,37,20
12220,24,11
12221,57,33
12222,57,6
12223,6,48
12224,17,84
12225,0,32
12226,58,100
12227,37,31
12228,93,8
12229,40,11
12230,7,44
12231,40,12
12232,45,22
12233,25,1
12234,9,2
12235,69,4
12236,17,20
12237,26,6
12238,93,12
12239,49,13
12240,58,46
12241,2,94
12242,34,71
12243,51,55
12244,55,48
12245,82,9
12246,64,97
12247,14,62
12248,16,4
12249,67,41
12250,8,49
12251,12,73
12252,46,14
12253,81,0
12254,73,50
12255,92,48
12256,100,48
12257,42,53
12258,77,35
12259,60,67
12260,14,77
12261,58,83
12262,91,56
12263,94,35
12264,44,22
12265,89,7
12266,2,85
12267,85,99
12268,99,32
12269,23,22
12270,53,27
12271,15,12
12272,8,47
12273,88,75
12274,83,79
12275,90,6
12276,3,15
12277,15,75
12278,88,44
12279,64,76
12280,51,70
12281,70,24
12282,62,77
12283,74,19
12284,40,58
12285,38,29
12286,47,11
12287,58,37
12288,92,53
12289,42,5
12290,43,33
12291,21,84
12292,95,84
12293,69,4
12294,26,22
12295,86,13
12296,69,82
12297,85,7
12298,60,34
12299,32,13
12300,33,70
12301,3,25
12302,55,11
12303,70,9
12304,8,62
12305,56,65
12306,35,51
12307,51,5
12308,31,66
12309,100,52
12310,14,14
12311,71,4
12312,45,49
12313,5,44
12314,92,61
12315,55,4
12316,16,76
12317,49,76
12318,50,86
12319,48,87
12320,26,86
12321,97,35
12322,92,54
12323,20,49
12324,12,24
12325,36,40
12326,28,15
12327,87,3
12328,65,17
12329,63,33
12330,17,48
12331,89,14
12332,36,93
12333,29,98
12334,60,55
12335,68,53
12336,48,64
12337,58,81
12338,75,85
12339,49,62
12340,99,61
12341,16,30
12342,13,95
12343,31,20
12344,29,23
12345,62,96
12346,64,44
12347,24,39
12348,47,32
12349,32,73
12350,57,43
12351,83,74
12352,7,56
12353,63,92
12354,79,55
12355,93,66
12356,63,69
12357,100,59
12358,79,41
12359,6,11
12360,8,82
12361,75,26
12362,92,43
12363,55,71
12364,25,69
12365,74,39
12366,7,58
12367,50,29
12368,47,30
12369,62,80
12370,95,8
12371,21,53
12372,26,94
12373,13,2
12374,36,85
12375,52,50
12376,67,44
12377,64,17
12378,65,77
12379,52,9
12380,2,9
12381,57,32
12382,100,98
12383,52,85
12384,15,35
12385,34,32
12386,14,11
12387,66,35
12388,53,39
12389,28,95
12390,56,84
12391,85,7
12392,63,32
12393,79,74
12394,46,82
12395,63,20
12396,98,25
12397,53,75
12398,5,56
12399,15,82
12400,93,90
12401,81,74
12402,33,52
12403,51,94
12404,45,89
12405,84,60
12406,86,27
12407,3,90
12408,88,95
12409,9,0
12410,48,88
12411,68,18
12412,100,1
12413,34,35
12414,17,18
12415,16,82
12416,11,6
12417,41,39
12418,16,89
12419,31,46
12420,59,87
12421,9,6
12422,87,15
12423,51,54
12424,15,73
12425,50,56
12426,98,55
12427,51,26
12428,37,44
12429,78,15
12430,59,14
12431,92,22
12432,97,23
12433,15,87
12434,53,14
12435,7,33
12436,75,89
12437,83,61
12438,27,53
12439,94,13
12440,0,37
12441,3,76
12442,8,77
12443,25,18
12444,2,61
12445,78,36
12446,21,37
12447,97,44
12448,95,87
12449,29,43
12450,64,94
12451,66,44
12452,100,38
12453,24,46
12454,18,93
12455,31,88
12456,30,65
12457,96,53
12458,78,97
12459,40,13
12460,69,38
12461,26,28
12462,11,66
12463,22,4
12464,33,64
12465,66,22
12466,17,17
12467,79,66
12468,51,51
12469,93,62
12470,5,25
12471,73,97
12472,35,60
12473,14,19
12474,18,3
12475,18,95
12476,66,32
12477,95,16
12478,47,73
12479,47,71
12480,54,92
12481,8,36
12482,56,83
12483,57,1
12484,22,60
12485,49,92
12486,51,10
12487,19,40
12488,100,5
12489,82,34
12490,28,34
12491,63,77
12492,22,43
12493,9,73
12494,53,98
12495,51,52
12496,55,70
12497,47,77
12498,15,18
12499,56,11
12500,54,29
12501,65,99
12502,71,82
12503,32,29
12504,83,85
12505,93,100
12506,33,28
12507,84,77
12508,97,51
12509,82,61
12510,72,11
12511,85,10
12512,57,23
12513,19,46
12514,8,52
12515,60,16
12516,5,81
12517,23,91
12518,66,55
12519,48,60
12520,74,46
12521,80,40
12522,49,56
12523,13,94
12524,41,44
12525,11,98
12526,41,47
12527,72,29
12528,31,3
12529,33,17
12530,69,1
12531,74,24
12532,74,23
12533,52,78
12534,21,67
12535,61,11
12536,30,27
12537,84,100
12538,55,50
12539,53,6
12540,62,58
12541,27,71
12542,83,76
12543,32,27
12544,86,81
12545,70,11
12546,15,37
12547,30,46
12548,24,69
12549,45,20
12550,73,85
12551,43,48
12552,65,3
12553,76,6
12554,70,81
12555,9,25
12556,56,73
12557,17,47
12558,94,32
12559,88,17
12560,39,29
12561,25,8
12562,37,85
12563,29,26
12564,4,55
12565,81,75
12566,37,85
12567,54,0
12568,10,23
12569,97,54
12570,32,92
12571,22,79
12572,42,61
12573,73,50
12574,87,36
12575,17,55
12576,55,87
12577,45,0
12578,50,98
12579,28,47
12580,68,20
12581,6,43
12582,7,68
12583,42,28
12584,30,40
12585,26,98
12586,22,64
12587,35,91
12588,51,8
12589,73,0
12590,86,64
12591,40,84
12592,19,29
12593,46,60
12594,46,40
12595,44,15
12596,28,82
12597,3,32
12598,8,27
12599,98,35
12600,37,84
12601,44,77
12602,26,45
12603,43,97
12604,98,46
12605,2,80
12606,77,95
12607,71,100
12608,6,76
12609,58,62
12610,7,79
12611,30,67
12612,32,57
12613,38,55
12614,92,90
12615,15,27
12616,17,66
12617,73,83
12618,92,46
12619,48,64
12620,88,44
12621,26,18
12622,99,94
12623,41,32
12624,79,75
12625,3,49
12626,75,16
12627,84,51
12628,45,37
12629,8,78
12630,59,89
12631,74,67
12632,80,22
12633,88,41
12634,37,59
12635,20,33
12636,89,1
12637,52,54
12638,36,8
12639,71,8
12640,53,65
12641,55,4
12642,39,54
12643,15,65
12644,15,60
12645,94,96
12646,7,16
12647,71,63
12648,8,92
12649,43,16
12650,78,79
12651,82,20
12652,77,44
12653,79,56
12654,56,83
12655,86,13
12656,0,70
12657,73,86
12658,70,35
12659,48,82
12660,66,29
12661,52,49
12662,88,45
12663,32,54
12664,82,85
12665,19,46
12666,75,97
12667,79,70
12668,78,13
12669,91,89
12670,68,58
12671,77,49
12672,62,21
12673,80,24
12674,45,43
12675,43,82
12676,51,57
12677,39,82
12678,78,79
12679,94,67
12680,39,43
12681,10,16
12682,8,1
12683,18,44
12684,34,24
12685,48,90
12686,28,75
12687,72,35
12688,93,19
12689,73,76
12690,91,24
12691,35,24
12692,82,27
12693,11,51
12694,7,44
12695,47,75
12696,58,76
12697,53,8
12698,81,8
12699,52,49
12700,52,97
12701,86,54
12702,72,94
12703,15,23
12704,84,47
12705,34,81
12706,85,49
12707,72,94
12708,77,18
12709,31,64
12710,15,91
12711,90,57
12712,70,94
12713,8,63
12714,3,81
12715,32,27
12716,76,51
12717,59,15
12718,85,17
12719,23,90
12720,46,59
12721,86,29
12722,17,40
12723,88,9
12724,6,78
12725,62,86
12726,42,36
12727,89,92
12728,65,45
12729,25,57
12730,26,36
12731,66,16
12732,71,4
12733,79,70
12734,36,84
12735,20,8
12736,17,78
12737,32,67
12738,57,81
12739,6,94
12740,63,85
12741,60,100
12742,75,64
12743,38,2
12744,77,46
12745,4,15
12746,38,81
12747,39,63
12748,52,74
12749,10,37
12750,80,15
12751,35,39
12752,64,27
12753,13,47
12754,74,23
12755,46,9
12756,82,95
12757,5,95
12758,16,23
12759,45,83
12760,94,33
12761,41,98
12762,27,72
12763,63,35
12764,85,100
12765,44,78
12766,10,19
12767,82,71
12768,57,63
12769,79,72
12770,44,36
12771,62,8
12772,32,44
12773,93,83
12774,11,77
12775,70,40
12776,45,96
12777,28,29
12778,23,92
12779,2,37
12780,44,18
12781,48,4
12782,47,71
12783,15,44
12784,57,50
12785,93,66
12786,62,88
12787,93,72
12788,1,36
12789,100,13
12790,89,15
12791,19,6
12792,11,93
12793,56,39
12794,58,47
12795,5,75
12796,8,70
12797,63,100
12798,45,3
12799,6,35
12800,47,72
12801,47,23
12802,76,10
12803,24,63
12804,67,90
12805,32,99
12806,19,56
12807,100,85
12808,48,5
12809,75,69
12810,46,92
12811,49,2
12812,20,30
12813,31,66
12814,79,32
12815,35,84
12816,13,28
12817,60,16
12818,4,10
12819,41,41
12820,31,4
12821,77,88
12822,95,12
12823,68,67
12824,92,16
12825,80,77
12826,34,37
12827,77,26
12828,92,81
12829,45,6
12830,35,95
12831,57,89
12832,72,72
12833,99,31
12834,24,41
12835,74,42
12836,7,88
12837,26,90
12838,89,96
12839,88,19
12840,46,68
12841,43,83
12842,75,34
12843,36,72
12844,24,28
12845,80,88
12846,59,7
12847,80,59
12848,61,93
12849,14,88
12850,31,97
12851,56,19
12852,65,46
12853,23,46
12854,47,16
12855,37,82
12856,78,11
12857,82,83
12858,33,40
12859,31,50
12860,5,7
12861,88,66
12862,39,17
12863,47,41
12864,40,58
12865,3,17
12866,20,23
12867,10,68
12868,78,41
12869,84,18
12870,18,47
12871,67,96
12872,55,23
12873,96,16
12874,47,33
12875,10,46
12876,18,54
12877,98,48
12878,19,51
12879,92,57
12880,27,55
12881,34,62
12882,100,10
12883,40,18
12884,3,14
12885,7,42
12886,72,3
12887,81,39
12888,92,54
12889,99,99
12890,74,42
12891,68,89
12892,36,88
12893,47,74
12894,86,55
12895,75,24
12896,19,1
12897,99,61
12898,7,93
12899,52,52
12900,65,57
12901,92,10
12902,26,5
12903,58,34
12904,26,89
12905,43,4
12906,27,51
12907,80,53
12908,55,91
12909,76,71
12910,85,48
12911,84,63
12912,23,7
12913,47,34
12914,33,62
12915,98,59
12916,98,81
12917,63,74
12918,2,82
12919,85,74
12920,29,59
12921,72,30
12922,72,75
12923,12,99
12924,57,70
12925,7,8
12926,33,38
12927,12,17
12928,60,87
12929,74,84
12930,36,21
12931,23,25
12932,52,44
12933,11,87
12934,98,24
12935,55,96
12936,30,21
12937,78,23
12938,99,93
12939,100,73
12940,76,70
12941,40,72
12942,24,65
12943,4,0
12944,89,57
12945,13,25
12946,93,27
12947,66,38
12948,49,23
12949,23,95
12950,41,54
12951,68,71
12952,59,65
12953,96,66
12954,67,75
12955,87,51
12956,27,9
12957,14,56
12958,87,12
12959,6,100
12960,74,72
12961,26,17
12962,65,11
12963,50,74
12964,33,100
12965,98,72
12966,52,33
12967,48,98
12968,61,83
12969,99,51
12970,54,97
12971,78,69
12972,1,8
12973,0,23
12974,37,39
12975,27,87
12976,57,51
12977,16,60
12978,8,88
12979,18,32
12980,8,9
12981,7,17
12982,58,38
12983,89,89
12984,32,100
12985,64,87
12986,15,73
12987,98,5
12988,69,94
12989,64,13
12990,24,92
12991,90,48
12992,13,22
12993,42,11
12994,4,14
12995,14,94
12996,98,61
12997,57,50
12998,50,48
12999,11,72
13000,2,44
13001,67,48
13002,26,4
13003,29,54
13004,29,91
13005,76,20
13006,17,39
13007,85,15
13008,68,73
13009,78,72
13010,80,74
13011,88,3
13012,54,69
13013,8,74
13014,66,29
13015,71,13
13016,99,96
13017,63,14
13018,54,48
13019,81,30
13020,30,0
13021,12,31
13022,78,6
13023,21,34
13024,74,68
13025,42,90
13026,36,26
13027,42,12
13028,63,72
13029,90,81
13030,21,90
13031,99,93
13032,81,21
13033,85,35
13034,23,67
13035,7,43
13036,43,32
13037,46,75
13038,12,43
13039,84,14
13040,56,93
13041,11,58
13042,98,93
13043,91,34
13044,88,27
13045,16,91
13046,77,75
13047,5,13
13048,28,55
13049,21,37
13050,94,92
13051,56,31
13052,2,7
13053,12,59
13054,28,31
13055,92,14
13056,97,66
13057,91,84
13058,41,31
13059,61,67
13060,85,65
13061,7,86
13062,87,59
13063,69,89
13064,17,33
13065,14,6
13066,5,68
13067,25,55
13068,27,21
13069,32,81
13070,20,61
13071,48,27
13072,44,35
13073,24,92
13074,56,5
13075,58,66
13076,78,16
13077,30,66
13078,27,10
13079,20,23
13080,37,20
13081,5,52
13082,52,6
13083,89,29
13084,78,83
13085,7,86
13086,82,86
13087,91,29
13088,42,89
13089,27,80
13090,74,44
13091,30,30
13092,36,3
13093,33,1
13094,30,50
13095,57,40
13096,9,11
13097,75,29
13098,19,90
13099,87,9
13100,77,65
13101,55,30
13102,25,88
13103,26,42
13104,92,2
13105,25,94
13106,26,59
13107,54,80
13108,60,37
13109,75,58
13110,21,51
13111,35,71
13112,31,18
13113,0,70
13114,52,30
13115,35,57
13116,18,50
13117,39,12
13118,22,86
13119,13,25
13120,5,51
13121,36,30
13122,59,90
13123,27,97
13124,33,5
13125,32,16
13126,44,45
13127,30,61
13128,100,97
13129,89,70
13130,64,60
13131,3,35
13132,55,30
13133,60,74
13134,68,70
13135,5,3
13136,79,37
13137,72,80
13138,19,41
13139,57,8
13140,82,94
13141,28,63
13142,46,84
13143,21,6
13144,8,93
13145,99,91
13146,5,94
13147,8,89
13148,61,92
13149,84,43
13150,87,3
13151,42,10
13152,13,76
13153,8,40
13154,68,59
13155,17,38
13156,32,10
13157,6,16
13158,81,7
13159,76,24
13160,92,92
13161,9,29
13162,85,35
13163,31,72
13164,75,43
13165,71,54
13166,63,27
13167,53,39
13168,27,57
13169,47,62
13170,72,49
13171,93,40
13172,78,39
13173,0,48
13174,62,40
13175,53,3
13176,6,51
13177,96,14
13178,87,56
13179,31,43
13180,38,21
13181,13,39
13182,43,44
13183,30,95
13184,60,100
13185,93,79
13186,32,86
13187,91,85
13188,44,3
13189,70,33
13190,28,5
13191,30,2
13192,48,92
13193,17,99
13194,43,58
13195,13,8
13196,95,34
13197,59,30
13198,91,12
13199,77,28
13200,33,74
13201,73,76
13202,83,59
13203,38,74
13204,53,53
13205,50,96
13206,30,45
13207,73,5
13208,19,18
13209,92,33
13210,6,78
13211,96,99
13212,16,93
13213,95,37
13214,27,44
13215,51,25
13216,51,79
13217,40,49
13218,55,83
13219,19,33
13220,21,98
13221,31,17
13222,29,17
13223,42,26
13224,43,3
13225,77,20
13226,90,27
13227,84,74
13228,64,68
13229,78,88
13230,84,35
13231,27,80
13232,13,78
13233,26,57
13234,48,56
13235,28,81
13236,94,57
13237,96,86
13238,16,27
13239,7,51
13240,99,7
13241,78,35
13242,91,58
13243,40,32
13244,18,16
13245,0,97
13246,41,45
13247,2,71
13248,57,5
13249,80,86
13250,19,23
13251,100,54
13252,41,57
13253,48,4
13254,28,12
13255,17,85
13256,10,7
13257,30,3
13258,67,90
13259,46,22
13260,3,90
13261,91,62
13262,76,35
13263,70,63
13264,27,5
13265,100,73
13266,97,14
13267,60,9
13268,18,72
13269,73,53
13270,59,4
13271,18,72
13272,35,56
13273,85,85
13274,52,82
13275,22,8
13276,92,39
13277,98,91
13278,74,23
13279,78,95
13280,77,1
13281,9,56
13282,59,89
13283,50,59
13284,40,68
13285,72,18
13286,60,84
13287,15,67
13288,7,7
13289,94,99
13290,99,27
13291,34,91
13292,36,50
13293,58,91
13294,51,2
13295,79,80
13296,25,7
13297,88,12
13298,83,11
13299,83,69
13300,69,43
13301,40,62
13302,89,56
13303,25,74
13304,58,68
13305,75,19
13306,15,60
13307,85,24
13308,50,18
13309,70,76
13310,69,22
13311,0,10
13312,5,17
13313,47,11
13314,76,69
13315,71,83
13316,32,36
13317,6,24
13318,24,24
13319,33,78
13320,70,66
13321,15,40
13322,64,90
13323,13,63
13324,71,67
13325,15,90
13326,46,59
13327,32,58
13328,72,17
13329,76,49
13330,28,82
13331,56,39
13332,97,77
13333,86,37
13334,86,98
13335,63,58
13336,47,44
13337,24,89
13338,57,0
13339,74,53
13340,70,42
13341,92,81
13342,27,15
13343,56,2
13344,46,69
13345,36,33
13346,89,33
13347,56,29
13348,52,13
13349,20,18
13350,36,64
13351,25,11
13352,8,4
13353,38,16
13354,50,100
13355,35,28
13356,10,38
13357,96,0
13358,68,46
13359,80,37
13360,5,53
13361,53,18
13362,63,60
13363,71,74
13364,20,93
13365,68,6
13366,3,66
13367,0,67
13368,69,64
13369,62,1
13370,47,97
13371,77,4
13372,60,6
13373,28,52
13374,56,19
13375,29,91
13376,19,62
13377,81,99
13378,64,50
13379,15,8
13380,27,75
13381,79,9
13382,86,48
13383,74,89
13384,61,0
13385,33,96
13386,20,77
13387,16,37
13388,80,74
13389,11,87
13390,67,67
13391,53,77
13392,38,37
13393,0,78
13394,46,45
13395,48,28
13396,27,71
13397,17,95
13398,32,41
13399,82,67
13400,80,45
13401,0,21
13402,85,35
13403,80,87
13404,29,22
13405,22,28
13406,22,14
13407,37,24
13408,43,92
13409,80,49
13410,25,63
13411,10,13
13412,86,8
13413,32,44
13414,69,24
13415,12,25
13416,62,4
13417,72,72
13418,31,13
13419,20,95
13420,29,91
13421,82,94
13422,86,31
13423,70,16
13424,96,94
13425,66,38
13426,100,52
13427,49,41
13428,14,74
13429,54,68
13430,44,16
13431,47,48
13432,77,92
13433,99,63
13434,85,88
13435,19,8
13436,66,65
13437,28,73
13438,37,37
13439,52,63
13440,24,29
13441,99,58
13442,60,31
13443,7,71
13444,19,23
13445,60,86
13446,56,83
13447,35,38
13448,23,100
13449,28,20
13450,63,80
13451,55,95
13452,20,93
13453,84,36
13454,68,61
13455,1,98
13456,25,37
13457,73,14
13458,98,75
13459,42,16
13460,37,66
13461,33,89
13462,69,96
13463,24,44
13464,44,8
13465,88,36
13466,63,80
13467,1,97
13468,50,44
13469,8,28
13470,16,12
13471,65,75
13472,40,40
13473,48,15
13474,8,30
13475,0,99
13476,16,49
13477,66,45
13478,72,4
13479,81,87
13480,38,6
13481,68,96
13482,84,86
13483,13,5
13484,41,30
13485,1,70
13486,35,87
13487,22,41
13488,91,4
13489,0,64
13490,35,52
13491,35,29
13492,48,27
13493,88,1
13494,42,63
13495,56,85
13496,67,37
13497,55,96
13498,12,85
13499,3,68
13500,12,73
13501,75,60
13502,87,80
13503,27,100
13504,4,55
13505,36,100
13506,4,64
13507,96,57
13508,60,25
13509,79,8
13510,98,50
13511,19,62
13512,15,11
13513,19,90
13514,24,99
13515,20,56
13516,14,68
13517,72,6
13518,2,1
13519,67,33
13520,46,86
13521,23,42
13522,51,30
13523,74,13
13524,53,83
13525,21,96
13526,98,79
13527,19,39
13528,77,68
13529,14,72
13530,66,35
13531,83,86
13532,31,82
13533,5,53
13534,16,100
13535,30,56
13536,64,54
13537,43,55
13538,10,68
13539,73,7
13540,98,59
13541,14,65
13542,28,9
13543,79,65
13544,14,90
13545,83,76
13546,68,29
13547,80,26
13548,96,12
13549,61,85
13550,74,74
13551,59,27
13552,53,22
13553,70,72
13554,49,3
13555,8,16
13556,73,85
13557,33,40
13558,50,31
13559,22,36
13560,89,23
13561,66,72
13562,34,41
13563,0,11
13564,99,3
13565,51,36
13566,54,6
13567,47,47
13568,49,57
13569,65,58
13570,62,61
13571,11,16
13572,63,73
13573,69,19
13574,89,43
